tdays,Angledeg
  7850.0 ,  7806.09
  7860.0 ,  7816.23
  7870.0 ,  7826.40
  7880.0 ,  7836.58
  7890.0 ,  7846.77
  7900.0 ,  7856.96
  7910.0 ,  7867.14
  7920.0 ,  7877.29
  7930.0 ,  7887.41
  7940.0 ,  7897.48
  7950.0 ,  7907.52
  7960.0 ,  7917.50
  7970.0 ,  7927.42
  7980.0 ,  7937.29
  7990.0 ,  7947.10
  8000.0 ,  7956.85
  8010.0 ,  7966.56
  8020.0 ,  7976.22
  8030.0 ,  7985.84
  8040.0 ,  7995.43
  8050.0 ,  8004.99
  8060.0 ,  8014.53
  8070.0 ,  8024.07
  8080.0 ,  8033.61
  8090.0 ,  8043.15
  8100.0 ,  8052.72
  8110.0 ,  8062.31
  8120.0 ,  8071.93
  8130.0 ,  8081.60
  8140.0 ,  8091.31
  8150.0 ,  8101.07
  8160.0 ,  8110.89
  8170.0 ,  8120.76
  8180.0 ,  8130.69
  8190.0 ,  8140.67
  8200.0 ,  8150.71
  8210.0 ,  8160.79
  8220.0 ,  8170.91
  8230.0 ,  8181.06
  8240.0 ,  8191.24
  8250.0 ,  8201.43
  8260.0 ,  8211.62
  8270.0 ,  8221.80
  8280.0 ,  8231.97
  8290.0 ,  8242.10
  8300.0 ,  8252.21
  8310.0 ,  8262.26
  8320.0 ,  8272.27
  8330.0 ,  8282.22
  8340.0 ,  8292.12
  8350.0 ,  8301.96
  8360.0 ,  8311.75
  8370.0 ,  8321.48
  8380.0 ,  8331.16
  8390.0 ,  8340.80
  8400.0 ,  8350.41
  8410.0 ,  8359.98
  8420.0 ,  8369.53
  8430.0 ,  8379.07
  8440.0 ,  8388.61
  8450.0 ,  8398.15
  8460.0 ,  8407.70
  8470.0 ,  8417.27
  8480.0 ,  8426.88
  8490.0 ,  8436.52
  8500.0 ,  8446.21
  8510.0 ,  8455.94
  8520.0 ,  8465.73
  8530.0 ,  8475.57
  8540.0 ,  8485.48
  8550.0 ,  8495.43
  8560.0 ,  8505.44
  8570.0 ,  8515.50
  8580.0 ,  8525.60
  8590.0 ,  8535.74
  8600.0 ,  8545.91
  8610.0 ,  8556.09
  8620.0 ,  8566.28
