tdays,Angledeg
  9670.0 ,   373.79
  9680.0 ,   374.26
  9690.0 ,   374.58
  9700.0 ,   374.73
  9710.0 ,   374.71
  9720.0 ,   374.52
  9730.0 ,   374.17
  9740.0 ,   373.67
  9750.0 ,   373.05
  9760.0 ,   372.34
  9770.0 ,   371.57
  9780.0 ,   370.79
  9790.0 ,   370.03
  9800.0 ,   369.34
  9810.0 ,   368.76
  9820.0 ,   368.32
  9830.0 ,   368.04
  9840.0 ,   367.93
  9850.0 ,   368.01
  9860.0 ,   368.26
  9870.0 ,   368.69
  9880.0 ,   369.29
  9890.0 ,   370.03
  9900.0 ,   370.90
  9910.0 ,   371.89
  9920.0 ,   372.97
  9930.0 ,   374.12
  9940.0 ,   375.33
  9950.0 ,   376.57
  9960.0 ,   377.83
  9970.0 ,   379.09
  9980.0 ,   380.32
  9990.0 ,   381.52
 10000.0 ,   382.67
 10010.0 ,   383.74
 10020.0 ,   384.72
 10030.0 ,   385.59
 10040.0 ,   386.34
 10050.0 ,   386.96
 10060.0 ,   387.42
 10070.0 ,   387.73
 10080.0 ,   387.86
 10090.0 ,   387.82
 10100.0 ,   387.61
 10110.0 ,   387.24
 10120.0 ,   386.72
 10130.0 ,   386.08
 10140.0 ,   385.35
 10150.0 ,   384.56
 10160.0 ,   383.77
 10170.0 ,   383.01
 10180.0 ,   382.34
 10190.0 ,   381.77
 10200.0 ,   381.35
 10210.0 ,   381.10
 10220.0 ,   381.02
 10230.0 ,   381.13
 10240.0 ,   381.42
 10250.0 ,   381.89
 10260.0 ,   382.52
 10270.0 ,   383.30
 10280.0 ,   384.20
 10290.0 ,   385.22
 10300.0 ,   386.32
 10310.0 ,   387.50
 10320.0 ,   388.72
 10330.0 ,   389.98
 10340.0 ,   391.26
 10350.0 ,   392.52
 10360.0 ,   393.77
 10370.0 ,   394.98
 10380.0 ,   396.13
 10390.0 ,   397.20
 10400.0 ,   398.18
 10410.0 ,   399.06
 10420.0 ,   399.81
 10430.0 ,   400.42
 10440.0 ,   400.88
 10450.0 ,   401.18
 10460.0 ,   401.30
 10470.0 ,   401.24
 10480.0 ,   401.02
 10490.0 ,   400.62
 10500.0 ,   400.08
 10510.0 ,   399.42
 10520.0 ,   398.67
 10530.0 ,   397.88
 10540.0 ,   397.08
 10550.0 ,   396.32
 10560.0 ,   395.65
 10570.0 ,   395.10
 10580.0 ,   394.70
 10590.0 ,   394.47
